id,name,platforms,offset
EP2954-PPSA18774_00-KILLERKLOWNS0001,Killer Klowns From Outer Space: The Game,PS5,5328
EP7072-CUSA44560_00-LITTLELEFTBUNDLE,A Little to the Left Cupboards & Drawers DLC Bundle,"PS4, PS5",5328
EP0006-PPSA17629_00-F124GAMEPS5GAME0,F1® 24,"PS4, PS5",5352
EP8726-PPSA18404_00-LEGIONVRDELUXEED,Exorcism of the Legion (Last Rites),PS5,5352
EP2011-PPSA21112_00-0776269860708005,TEVI,PS5,5352
EP4295-PPSA08162_00-0743244052920866,Asterix & Obelix Collection - 3 in 1,"PS4, PS5",5352
EB0629-PPSA23057_00-0065522648079376,Cazzarion: Rocket Raid,PS5,5352
EP6890-PPSA10945_00-9473206885981246,Deathwish Enforcers,PS5,5352
UP7504-PPSA17147_00-SUSHIBENKOTOBUKI,Sushi Ben,PS5,5352
EP4295-PPSA16716_00-0197685076813956,Smurftastic Collection,"PS4, PS5",5352
EP4295-PPSA02771_00-0161591150235803,Wildlife Adventures Collection – 3 in 1,"PS4, PS5",5352
EB0178-PPSA23476_00-0069348126902174,Neon Bash,PS5,5352
EP6776-PPSA21851_00-0006165921768638,The Glass Staircase,"PS4, PS5",5352
EP8070-PPSA20228_00-0099296716604211,Blastful,PS5,5352
EP8070-PPSA19363_00-0232372295560919,BraveMatch,PS5,5352
EP0700-PPSA08586_00-DRAGONBALLXV2002,DRAGON BALL XENOVERSE 2,"PS4, PS5",5352
EP0700-PPSA08586_00-DBXV2DLXEDITION0,DRAGON BALL XENOVERSE 2 Deluxe Edition,"PS4, PS5",5352
EP0700-PPSA08586_00-DRAGONBALLXV2000,DRAGON BALL XENOVERSE 2 Lite,"PS4, PS5",5352
EP0700-PPSA08586_00-DBXV2SPEDITION00,DRAGON BALL XENOVERSE 2 Special Edition,"PS4, PS5",5352
EP7929-PPSA22234_00-0106140627520977,sCATch 2: The Painter Cat,PS5,5352
EP0896-PPSA20705_00-TPBULLETRATAGAME,TP Bullet PS4® & PS5®,"PS4, PS5",5352
EP8634-PPSA15606_00-0806918178732447,Galacticare,PS5,5352
EP7678-PPSA16678_00-HAUNTIISIEEPS500,Hauntii,"PS4, PS5",5352
EP7072-PPSA19317_00-ETERNALTHREADS01,Eternal Threads,PS5,5352
EP6665-PPSA09251_00-CW000DELUXE00001,Crown Wars - Sacred Edition,PS5,5352
EP6665-PPSA09251_00-CW00000000000000,Crown Wars: The Black Prince,PS5,5352
EP7816-PPSA21516_00-0782970115468176,Wizardry: Proving Grounds of the Mad Overlord,"PS4, PS5",5376
EP6686-PPSA19031_00-CARDSRPGMAIN0004,C.A.R.D.S. RPG: The Misty Battlefield PS4 & PS5,"PS4, PS5",5376
EP4886-PPSA16237_00-0667543023977198,Terraformers: New Frontiers Bundle,"PS4, PS5",5376
EP3024-PPSA20669_00-4SCHMSPIELEPS5EU,4 in a row,PS5,5376
EP8280-PPSA19200_00-0854447147490792,Evil Wizard,PS5,5376
EP8911-PPSA16775_00-0856422809915077,Rocket Rumble,PS5,5376
EP6985-PPSA21620_00-0505137821941056,Ultra Foodmess 2,PS5,5376
EP7791-PPSA15272_00-0958642995703930,Backpack Hero,"PS4, PS5",5376
EP2005-PPSA17295_00-DOUGSNIGHTMARE00,Doug's Nightmare PS4 & PS5,"PS4, PS5",5376
EP4312-PPSA23268_00-0563864440174087,Sushi Plus,PS5,5376
EP7099-PPSA20938_00-PPGMERMAIDZENNOR,The Mermaid of Zennor PS4® & PS5®,"PS4, PS5",5376
EP6713-PPSA06390_00-SYSTSHOCKREPS5EU,System Shock,"PS4, PS5",5376
EP7694-PPSA19376_00-0755160014440233,Paper Trail,PS5,5376
EB0896-PPSA23435_00-0106613937798233,Teletext Chaser,PS5,5376
UP9000-PPSA14435_00-SCUS945080000000,2Xtreme,"PS4, PS5",5376
UP9000-PPSA15806_00-SLUS005440000000,G-Police,"PS4, PS5",5376
UP4064-PPSA16239_00-0865341241660737,Worms Pinball [PS1 Emulation],"PS4, PS5",5376
EB0629-PPSA22979_00-0146721765704273,Cazzarion: Zombie Drive,PS5,5376
EP7123-PPSA22661_00-0545250134864410,Final Frog,PS5,5376
EP7123-PPSA22661_00-0653797944015557,Final Frog (PS4 & PS5),"PS4, PS5",5376
EP6713-CUSA32057_00-SYSTSHOCKREPS4EU,System Shock,PS4,5376
EP1411-PPSA21598_00-0073202118765830,Jewel Match Atlantis Solitaire Collector's Edition,PS5,5376
EB0301-PPSA22269_00-0583235076078455,Mortal Fight: Lethal Revenge,PS5,5376
EP6074-PPSA21871_00-0617836369151212,ATOM RPG: TRUDOGRAD,PS5,5376
EP8472-PPSA22764_00-0354752152918426,Devil Girl,PS5,5400
EP7603-PPSA22341_00-0498125289406364,The Jekoos,PS5,5400
EP1121-PPSA13525_00-0938916211390124,Morbid: The Lords of Ire,PS5,5400
EP5823-PPSA22681_00-0918311992511229,Blast Frenzy Transparent Anime Avatar Bundle,PS5,5400
EP4361-PPSA16214_00-0000000000INDIKA,INDIKA,PS5,5400
EP5823-PPSA22681_00-BLASTFRENZYPS5EU,Blast Frenzy,PS5,5400
EP7860-PPSA22522_00-0741855056152269,Claws & Feathers 3,"PS4, PS5",5400
EP0896-PPSA21933_00-FOXYRUSHRATALAIK,FoxyRush PS4® & PS5®,"PS4, PS5",5400
EB0198-PPSA22760_00-0557433025000882,Galaxy Battle,PS5,5400
EP2005-PPSA23112_00-ASIMPLESHOOTER00,Learn to Play Vol. 2 - A Simple Shooter,PS5,5400
EP3678-PPSA16495_00-MLP2BASEGAME0001,My Little Pony: A Zephyr Heights Mystery,"PS4, PS5",5400
EB0753-PPSA20895_00-0092216848486672,Spellcats Auto Card Tactics,PS5,5400
EP1661-PPSA20605_00-SYPS5SWEETESTMON,Sweetest Monster,PS5,5400
EP7794-PPSA21353_00-0510845115278531,STRIDE: Fates,PS5,5400
EP2402-PPSA22141_00-FANTASYGAMEEUPS5,Fantasy Beauties,"PS4, PS5",5400
EP0917-PPSA22308_00-0337764291796146,PO'ed: Definitive Edition,"PS4, PS5",5400
EP6168-PPSA22474_00-0214510173344578,The House of Da Vinci 2,"PS4, PS5",5400
EP1629-PPSA23239_00-GREED2FEXJDPS5EU,Greed 2: Forbidden Experiments,PS5,5400
EP1411-PPSA21434_00-0076014748905255,Finding America: The Pacific Northwest Collector's Edition,PS5,5400
EP1411-PPSA21686_00-0900911538167628,Finding America: The West Collector's Edition,PS5,5400
EP1411-PPSA21678_00-0368661879042894,Lots of Things Collector's Edition,PS5,5400
EP1411-PPSA21682_00-0922086702846659,"Stars, Stripes, and Subgames",PS5,5400
EB0723-PPSA21124_00-0672532591001697,CleanSheet Football,PS5,5400
EP3945-PPSA19380_00-0072579820631109,Pool Party,"PS4, PS5",5400
UB0675-PPSA22552_00-0179366039982533,Mutant Express,PS5,5424
EP6985-PPSA20084_00-0033822462250302,Please Fix The Road,PS5,5424
EP5438-PPSA10270_00-1074952962708084,Read Only Memories: NEURODIVER,PS5,5424
EB0301-PPSA23167_00-0232029968374630,Supermarket Shopping Simulator,PS5,5424
EP7349-PPSA23204_00-0897609990698008,Trust No One,PS5,5424
UP8255-PPSA21134_00-00000000000000NA,X-Force Under Attack,PS5,5424
EB0428-PPSA21523_00-0854743501597477,Anime vs Evil: Apocalypse,"PS4, PS5",5424
EP3999-PPSA09994_00-0857215735800399,Hypnospace and Slayers X Game Bundle,"PS4, PS5",5424
EP3999-PPSA09994_00-0923779600280638,Slayers X: Terminal Aftermath: Vengance of the Slayer,"PS4, PS5",5424
EP1661-PPSA20820_00-SYPS5AWESOMEPEA3,Awesome Pea 3,PS5,5424
EP2005-PPSA20932_00-ELECTRONICSPUZZL,Electronics Puzzle Lab PS4 & PS5,"PS4, PS5",5424
EP5335-PPSA18373_00-ATHENIANRHAPSODY,Athenian Rhapsody,"PS4, PS5",5424
EP2187-CUSA13501_00-0000000000000KHB,Kingdom Heritage Bundle,"PS4, PS5",5424
EP2148-PPSA22637_00-0383079449636476,BIT.TRIP RERUNNER,PS5,5424
UP2124-PPSA20091_00-0911754659551346,"Braid, Anniversary Edition",PS5,5424
EP4060-PPSA19263_00-CHNEPMAKERSBR001,Neptunia Game Maker R:Evolution,PS5,5424
EP4060-PPSA19263_00-CHNEPMAKERS00002,Neptunia Game Maker R:Evolution Deluxe Bundle,PS5,5424
EP1302-PPSA16860_00-BASELBUSIEE00000,The Land Beneath Us,PS5,5424
EB0629-PPSA22781_00-0894573569809477,Cazzarion: Robot Rush,PS5,5424
EB0629-PPSA22855_00-0356052296592663,Cazzarion: Sky Flight,PS5,5424
EP0132-PPSA20066_00-0627556879965860,"Cook, Serve, Delicious! The Trilogy Bundle!","PS4, PS5",5424
EB0416-PPSA20922_00-0514600325156657,Shave & Stuff,PS5,5424
EP1549-PPSA20641_00-MADGWW2R05122023,WW2 Rebuilder,PS5,5424
EP1667-PPSA22049_00-CHROM2024PS5SIEE,Chronicles of Magic: Divided Kingdom,"PS4, PS5",5424
EP1667-CUSA48084_00-CHROM2024PS4SIEE,Chronicles of Magic: Divided Kingdom,PS4,5448
EB0198-PPSA22762_00-0047798178810298,Foxy's Coin Hunt,PS5,5448
EP4293-PPSA04896_00-9421112186306556,Inertial Drift - Twilight Rivals Edition,"PS4, PS5",5448
EP0896-PPSA20777_00-KINDUO2FROSTBIRG,Kinduo 2 - Frostbite PS4® & PS5®,"PS4, PS5",5448
EP1667-PPSA22049_00-KNIGBUND2024SIEE,Knights and Magic Bundle,"PS4, PS5",5448
EP2005-PPSA22391_00-MYINCH0000000000,My Incubi Harem PS4 & PS5,"PS4, PS5",5448
EP3315-PPSA18596_00-NIGHTTRAPANNIVER,Night Trap - 25th Anniversary Edition,PS5,5448
EB0198-PPSA22756_00-0442070194249959,Rail Trail,PS5,5448
UB0561-PPSA21776_00-0811483022402755,The Murder of Sherlock Holmes,PS5,5448
EP1160-PPSA07931_00-9444912133926516,THE ORIGIN: Blind Maid,PS5,5448
EP6092-PPSA19068_00-0774729484968635,Crow Country,"PS4, PS5",5448
EP8684-PPSA22519_00-0609771001653426,ANIMAL WELL,PS5,5448
EB0727-PPSA22460_00-0075797107127277,Mecha Party,PS5,5448
EP4476-PPSA22561_00-0961335217869425,Capsule Fight: Avatar Bundle,PS5,5448
EP6985-PPSA15707_00-0183432136483147,15in1 Solitaire,PS5,5448
EP6213-PPSA03992_00-5120255680220904,Imagine Earth,"PS4, PS5",5448
EP3024-PPSA21614_00-SUMMERGACHAPS5EU,Summer Games Challenge,PS5,5448
EP1549-PPSA19487_00-0052403566690091,Thief Simulator VR: Greenview Street,PS5,5448
EP6912-PPSA20929_00-0190471539571970,Gift,PS5,5448
EP4389-PPSA09352_00-AEWULTIMATEELITE,AEW: Fight Forever - Ultimate Edition,"PS4, PS5",5448
EP2005-PPSA07408_00-TPRISONEROFNIGHT,The Prisoner of the Night PS4 & PS5,"PS4, PS5",5448
EB0629-PPSA22683_00-0912192504763900,Cazzarion: Whack A Zombie,PS5,5448
EB0635-PPSA19972_00-0806401738175528,MiLE HiGH TAXi,PS5,5448
EP1629-PPSA03181_00-SUMMWINTBUNDLE4K,Summer and Winter Sports Games Bundle,PS5,5448
EP8472-PPSA22639_00-0685536063912775,Eternal Light,PS5,5472
EP2148-PPSA22637_00-0558691911736190,BIT.TRIP RERUNNER +Avatars Bundle,PS5,5472
EB0467-PPSA23033_00-0373683865883168,Tile Cross,PS5,5472
EP3385-PPSA16027_00-0810469038309131,Survival Horror Bundle,PS5,5472
EP6087-CUSA48406_00-0185043425477831,Outbreak Lydia Daniels Collection,"PS4, PS5",5472
EP6087-PPSA22478_00-0362027231487069,Outbreak The Fedora Files What Lydia Knows,PS5,5472
EP6087-CUSA48406_00-0803368590004814,Outbreak The Fedora Files What Lydia Knows Definitive Collection,"PS4, PS5",5472
EP0896-PPSA21576_00-CYBERCITIZENS3RG,Cyber Citizen Shockman 3: The princess from another world PS4® & PS5®,"PS4, PS5",5472
EP8070-PPSA22419_00-0862349236113717,ExitSlum11,PS5,5472
EB0198-PPSA22810_00-0297918792710174,Mystic Warriors Battleground,PS5,5472
EP6470-PPSA22009_00-TFTURHAZEL000000,Tales From The Under-Realm: Hazel PS4® & PS5®,"PS4, PS5",5472
EP4886-PPSA15216_00-0237314537492753,Tin Can + Starward Rogue Deluxe Bundle,"PS4, PS5",5472
EP4040-PPSA03848_00-ACC2024PACKBUNDL,Assetto Corsa Competizione - 2024 Pack,PS5,5472
EP3111-PPSA20868_00-JANDUSOFT0000001,Candle Knight,"PS4, PS5",5472
EP1074-PPSA21858_00-ARMEDGELATINOUS1,Armed and Gelatinous: Couch Edition,PS5,5472
EP0132-PPSA20063_00-0198628734979574,"Cook, Serve, Delicious! 1/2 Bundle!","PS4, PS5",5472
EP8383-PPSA20786_00-0643940191149684,Full Metal Sergeant,PS5,5472
EP3446-PPSA19370_00-0679753141473089,Jack Holmes: Master Of Puppets,PS5,5472
EP3446-PPSA16915_00-0776324805432701,MADiSON VR,PS5,5472
EP4356-PPSA19566_00-MOTOGP24FULLGAME,MotoGP™24 PS4 & PS5,"PS4, PS5",5472
EP8208-PPSA13933_00-SCLAS00GAMEEUR01,Sclash,PS5,5472
EP7719-PPSA17571_00-0640892277519068,Who's Your Daddy?!,"PS4, PS5",5472
EB0896-PPSA22382_00-0873469361626097,Minefields,PS5,5472
EP5133-PPSA22246_00-12WORDSEARCHFULL,1-2-Word Search!,"PS4, PS5",5472
UP5265-PPSA17742_00-0167027429309735,Erra: Exordium,PS5,5496
EP2005-PPSA21081_00-SPACEMERCENARYDF,Space Mercenary Defense Force PS4 & PS5,"PS4, PS5",5496
EP1877-PPSA18985_00-GORDIANQUEST0000,Gordian Quest,"PS4, PS5",5496
EP3948-PPSA21018_00-0435231982544423,FRONT MISSION 2: Remake,"PS4, PS5",5496
EP3948-PPSA21018_00-0920132669986734,Tactical Warfare Bundle,"PS4, PS5",5496
EP4476-PPSA22561_00-0641345840489127,Capsule Fight,PS5,5496
EP6311-PPSA17668_00-MINERVA000000000,Sea of Thieves,PS5,5496
EP3385-PPSA20393_00-0023458895295891,Tales from Candleforth,"PS4, PS5",5496
EP1411-PPSA21784_00-0280136735810410,Chimp Quest: Spirit Isle,PS5,5496
EP1411-PPSA21694_00-0808626488424659,Paint by Pixel 2,PS5,5496
EB0629-PPSA22644_00-0884283817382678,Cazzarion: Forest Defense,PS5,5496
EP5379-PPSA20542_00-0366217653304677,Gray Dawn,"PS4, PS5",5496
EB0198-PPSA22758_00-0889150155719436,Detail Detective,PS5,5496
EB0896-PPSA22926_00-0592193733361891,EzQuiz,PS5,5496
EP4293-PPSA16797_00-0421597291564131,Class of Heroes 1&2: Complete Edition,PS5,5496
EP4293-PPSA16800_00-CLASSOFHEROES2R0,Class of Heroes 2G: Remaster Edition,PS5,5496
EP4293-PPSA16797_00-CLASSOFHEROESAE0,Class of Heroes: Anniversary Edition,PS5,5496
EP5823-PPSA21967_00-HERITAGEEUPS4444,Heritage of Eternal Splitting,PS5,5496
EP5823-PPSA21967_00-0179939256367556,Heritage of Eternal Splitting with Avatar Bundle,PS5,5496
EP2363-PPSA22777_00-EU0HXANA00000PS5,Horrific Xanatorium,"PS4, PS5",5496
EP4886-PPSA21439_00-0276887046352048,Heliborne + Weedcraft Inc,PS5,5496
EP6718-PPSA21831_00-0055975767412729,Pachi Pachi On A Roll,PS5,5496
EP3385-PPSA18391_00-0884016743484187,Psychological Horror Bundle,PS5,5496
EP1095-PPSA22396_00-PUZZMIX0APPWW000,PuzzMiX,PS5,5496
EP0700-PPSA08574_00-SANDLDLXEDITION0,SAND LAND Deluxe Edition PS4 & PS5,"PS4, PS5",5520
EP0700-PPSA08574_00-SANDLMAINGAME000,SAND LAND PS4 & PS5,"PS4, PS5",5520
EP9000-PPSA13197_00-STELLARBLADE0000,Stellar Blade™,PS5,5520
EP2628-PPSA20982_00-0236164490024014,The Ramsey,PS5,5520
EP1001-PPSA06899_00-TS2K25CROSSGENED,TopSpin 2K25 Cross-Gen Digital Edition,"PS4, PS5",5520
EP0896-PPSA19021_00-ZOMBIESALIENSGRG,"Zombies, Aliens and Guns PS4® & PS5®","PS4, PS5",5520
EP7128-PPSA20423_00-ANOTHERCRABS4EU5,Another Crab’s Treasure,PS5,5520
EP1003-PPSA09017_00-FALLOUT4FULLGAME,Fallout 4,"PS4, PS5",5520
EP1003-PPSA09017_00-FALLOUT4GOTY0000,Fallout 4: Game of the Year Edition,"PS4, PS5",5520
EP1121-PPSA07074_00-9339182823907560,Whisker Waters,PS5,5520
EP4432-PPSA18593_00-0147816346325685,Age of Water,PS5,5520
EP4432-PPSA18593_00-EBW0020000000000,Age of Water - Gold Edition,PS5,5520
EP4432-PPSA18593_00-EBW0010000000000,Age of Water - Silver Edition,PS5,5520
EP7371-PPSA18083_00-MGTNWGAMEPS50000,MEGATON MUSASHI W: WIRED Standard Edition,PS5,5520
EP0132-PPSA20063_00-0033325603012619,"Cook, Serve, Delicious! 2!!","PS4, PS5",5520
EP0132-PPSA20066_00-0091561589136070,"Cook, Serve, Delicious! 2/3 Bundle!!","PS4, PS5",5520
EP0132-PPSA20066_00-0337818523115413,"Cook, Serve, Delicious! 3?!","PS4, PS5",5520
EP4312-PPSA22741_00-0735566545067585,Gemz,PS5,5520
EP6985-PPSA21358_00-0699680345884020,Hidden Cats in New York,PS5,5520
EP8185-PPSA17971_00-0693745382541845,OhShape Ultimate,PS5,5520
EP0082-PPSA16123_00-SAGAEMERALDBYDEU,SaGa Emerald Beyond - PS4&PS5,"PS4, PS5",5520
EP6969-PPSA13490_00-0124184090061841,S.O.L Search of Light,PS5,5520
EP8923-PPSA15021_00-0358891004897229,Insurmountable,"PS4, PS5",5520
EP3111-PPSA21104_00-JANDUSOFT0000001,Teared,"PS4, PS5",5520
EP6507-PPSA21888_00-0968386478379878,Adventure Bar Story,PS5,5544
EB0792-PPSA22526_00-ESCAPETHEGLITCH2,Escape the Glitch 2: Backrooms,PS5,5544
EP8743-PPSA22535_00-0096944984282753,GARDEN PATROL PS4® & PS5®,"PS4, PS5",5544
EP2005-PPSA21392_00-RATYRINTH0000000,Ratyrinth PS4 & PS5,"PS4, PS5",5544
EP4886-PPSA16237_00-0301722072692383,Terraformers + Moonshine Inc Bundle,"PS4, PS5",5544
EP4886-PPSA16237_00-0797416064441629,Terraformers + Moonshine Inc Complete Bundle,"PS4, PS5",5544
UP0006-PPSA18471_00-PS50000000000ZAU,Tales of Kenzera™: ZAU,PS5,5544
EP8035-PPSA19254_00-0986012580436200,Maze Theory Doctor Who Bundle,"PS4, PS5",5544
EP4040-PPSA04722_00-EIYUDENHEROESPS5,Eiyuden Chronicle: Hundred Heroes,"PS4, PS5",5544
EP8035-PPSA19254_00-0445331741228755,Doctor Who: The Edge of Time,PS5,5544
EP4369-PPSA09090_00-3489777871912374,Lunar Lander Beyond,PS5,5544
EP0281-PPSA18572_00-0864337794575758,Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,"PS4, PS5",5544
EP1001-PPSA06899_00-TS2K25DELUXEEDIT,TopSpin 2K25 Deluxe Edition,"PS4, PS5",5544
EP1001-PPSA06899_00-TS2K25GRANDSLAME,TopSpin 2K25 Grand Slam® Edition,"PS4, PS5",5544
EP7371-PPSA18083_00-MGTNWGAMEDELUXE0,MEGATON MUSASHI W: WIRED Deluxe Edition,PS5,5544
EB0629-PPSA22591_00-0642350132107578,Cazzarion: Speed Run,PS5,5544
EP4886-PPSA19736_00-0884624023535802,Weedcraft Inc + Terraformers Bundle,"PS4, PS5",5544
EP4886-PPSA19736_00-0287203114281371,Weedcraft Inc + Terraformers Complete Bundle,"PS4, PS5",5544
EP4040-PPSA04722_00-HUNDREDHEROESDLX,Eiyuden Chronicle: Hundred Heroes - Digital Deluxe Edition,"PS4, PS5",5544
EP4886-PPSA19736_00-0661821847049820,Weedcraft Inc + Moonshine Inc Bundle,"PS4, PS5",5544
EP4886-PPSA19736_00-0961940092495974,Weedcraft Inc & Moonshine Inc Complete Bundle,"PS4, PS5",5544
EP8743-PPSA22648_00-0744227005031395,FISHING BLAST PS4® & PS5®,"PS4, PS5",5544
EP6087-CUSA48661_00-0543315379267545,Railbreak Definitive Collection,"PS4, PS5",5544
EP7602-PPSA21932_00-0256950615007990,ZOMBIE BAR SIMULATOR VR,PS5,5544
EP6718-PPSA22504_00-0943621751180811,Bit Dungeon Plus,PS5,5568
EP7929-PPSA22185_00-0153218539209963,Cube Airport,PS5,5568
EP4898-PPSA20478_00-DEMENTIUMTHEWARD,Dementium: The Ward,"PS4, PS5",5568
EP6958-PPSA20721_00-0387168554499017,"Ready, Steady, Ship!","PS4, PS5",5568
EP2005-PPSA16960_00-RICHMANELEVEN000,Richman 11 PS4 & PS5,"PS4, PS5",5568
EP0896-PPSA19440_00-SCHEMINGTHROU2RG,Scheming Through The Zombie Apocalypse Ep2: Caged PS4® & PS5®,"PS4, PS5",5568
EB0575-PPSA21176_00-0039962177978831,Sherlock Purr 2 Extended Edition,"PS4, PS5",5568
EP3223-PPSA15697_00-VEGAEU0000000000,SOUL COVENANT,PS5,5568
EP6138-PPSA22665_00-0090000002849582,Titan Chaser,PS5,5568
EP0811-PPSA21833_00-0522019110080480,Valley of the Dead: MalnaZidos PS4 & PS5,"PS4, PS5",5568
EP0811-PPSA21835_00-0576145021934768,Way Down PS4 & PS5,"PS4, PS5",5568
EP0122-PPSA17688_00-0148526301056091,Umurangi Generation PS5+PSVR2 Bundle,PS5,5568
EP0122-PPSA17562_00-0UMURANGIPS5SIEE,Umurangi Generation Special Edition,PS5,5568
JP0122-PPSA20074_00-00000UGPSVR2SIEJ,Umurangi Generation VR,PS5,5568
EP1662-PPSA03556_00-0342955773637617,Isonzo: Ultimate Edition,"PS4, PS5",5568
EP7081-PPSA20633_00-0794249038184835,BIG SHOTS,PS5,5568
EP8701-PPSA17249_00-0800445888617522,Sokobalien,"PS4, PS5",5568
EP4293-PPSA21406_00-ARCRUNNERPS5SIEE,ArcRunner,"PS4, PS5",5568
EP8925-PPSA07623_00-1204681590254868,A Tale of Paper - Refolded,PS5,5568
EP0132-PPSA20068_00-0676325654423013,"Cook, Serve, Delicious!","PS4, PS5",5568
EP7231-PPSA13719_00-0792930619211610,Dungeon Party Avatar Bundle,PS5,5568
EP2005-PPSA21347_00-PGESCAPEPLUS0000,Pretty Girls Escape PLUS PS4 & PS5,"PS4, PS5",5568
EP4459-PPSA02966_00-SKERBUNDLEPS5EU0,Sker Collectors Bundle,PS5,5568
EP4459-PPSA14196_00-SKERRITUALSIEE02,Sker Ritual,PS5,5568
EP4459-PPSA14196_00-SKERRITUALDELUXE,Sker Ritual: Digital Deluxe Edition,PS5,5592
EP8743-PPSA22064_00-0469499774864758,LASSO CATCH,PS5,5592
EP8743-PPSA22056_00-0225325746120216,The Forgotten Tribe,PS5,5592
EP4886-PPSA19736_00-0217334442468421,Weedcraft Inc. + Legend of Keepers,"PS4, PS5",5592
EP4886-PPSA19736_00-0953397526939218,Weedcraft Inc. + Legend of Keepers - Deluxe Edition,"PS4, PS5",5592
EP6311-PPSA17008_00-OGUNQUIT00000000,Grounded PS4® & PS5®,"PS4, PS5",5592
EP2822-PPSA14655_00-0705408019384012,Harold Halibut,PS5,5592
EP4389-PPSA18071_00-AITDNEWNIGHTMARE,Alone in the Dark: The New Nightmare (2001),"PS4, PS5",5592
EP8427-PPSA19116_00-0825962525120148,DAVE THE DIVER,"PS4, PS5",5592
UP9000-PPSA15811_00-SCUS942270000000,MediEvil,"PS4, PS5",5592
EP5176-PPSA21947_00-0115935370185432,Raji: An Ancient Epic,"PS4, PS5",5592
EP1006-PPSA07367_00-2535478061879221,STAR WARS Rebel Assault II - The Hidden Empire,"PS4, PS5",5592
EB0152-PPSA20970_00-0219674404836393,Flute The Snake Charmer,"PS4, PS5",5592
EP7994-PPSA22687_00-0325186481251943,Rubber Hose Rampage,PS5,5592
EP4539-PPSA14680_00-0380429015353443,PERISH,"PS4, PS5",5592
EB0629-PPSA22556_00-0407671785573356,Cazzarion: Pop The Bubbles,PS5,5592
EP5360-PPSA19450_00-PLANETOFLANA05EU,Planet of Lana,"PS4, PS5",5592
EP7357-PPSA21718_00-0991238298664314,Boulder Dash Deluxe,PS5,5592
EP4886-PPSA16662_00-0152346100822121,Moonshine Inc. + Bio Inc. Redemption Deluxe,"PS4, PS5",5592
EP4886-PPSA16662_00-0463781361375304,Moonshine Inc. + Bio Inc. Redemption,"PS4, PS5",5592
EP2363-PPSA21394_00-EU0GSAVIOR000PS5,Glorious Savior,"PS4, PS5",5592
EP5640-PPSA20521_00-0972291130029293,The Kindeman Remedy,PS5,5592
EP7274-PPSA13403_00-0393819017633805,Metal Savior Black,PS5,5592
EP3446-PPSA20008_00-0799350966123831,Mixture,PS5,5592
EP6758-PPSA20183_00-0696627952079919,Let's! Revolution! PS4 & PS5,"PS4, PS5",5616
EP7678-PPSA11505_00-3850245898559099,Goons: Legends & Mayhem,PS5,5616
EP4886-PPSA19856_00-0903152444831902,Big Pharma + Bio Inc. Redemption,"PS4, PS5",5616
EP3729-PPSA16158_00-DIEAGAIN000PS5EU,Die Again,PS5,5616
EP3919-PPSA19743_00-LORETTAEU0000000,Loretta,PS5,5616
EP7231-PPSA04564_00-0574855111878397,Rally Racing Premium Edition,PS5,5616
EP0131-PPSA10056_00-BROKENROADS00000,Broken Roads,"PS4, PS5",5616
EP5347-PPSA11333_00-HOUSEFLIPPER02EU,House Flipper 2,PS5,5616
EB0620-PPSA19684_00-0868081478051590,Adam Wolfe,PS5,5616
EP8925-PPSA15902_00-0176883276653507,Bunhouse,PS5,5616
EP8743-PPSA22060_00-0868001848439146,DANJIGOKU,PS5,5616
EP2005-PPSA21390_00-SOKOFROG00000000,SokoFrog PS4 & PS5,"PS4, PS5",5616
EP8621-PPSA22069_00-0970837209274117,Reading World VR,PS5,5616
EP5067-PPSA15035_00-GP22XXXXXXXXXXXX,Beat Saber + Hip Hop Mixtape,"PS4, PS5",5616
EP1965-PPSA06862_00-GIGANTIC00000000,Gigantic: Rampage Edition,PS5,5616
EP0917-PPSA19937_00-0619186901718700,Turok 3: Shadow of Oblivion Remastered,"PS4, PS5",5616
EP7375-PPSA14291_00-STUMBLE0GUYSXXXX,Stumble Guys,PS5,5616
EP0896-PPSA21632_00-RATALAIKAGAREED2,Reed 2,PS5,5616
EB0629-PPSA22480_00-0919910433631822,Cazzarion: Dart Wheel,PS5,5616
EP4312-PPSA10869_00-0346526112063892,Independence Day Run Premium Edition,PS5,5616
EP7860-PPSA20585_00-0583322340517348,Dreamland Solitaire: Dark Prophecy,"PS4, PS5",5616
EP7231-PPSA13719_00-0737837780513781,Dungeon Party,PS5,5616
EP1661-PPSA18862_00-SYPS5LIFEOFSLIME,Life of Slime,PS5,5616
EP6922-PPSA20996_00-0028187594938217,Power Racing Bundle,"PS4, PS5",5616
EP0896-PPSA20709_00-SUPERDESTROLXLRG,Super Destronaut Landed X Loaded PS4® & PS5®,"PS4, PS5",5640
EP3446-PPSA21297_00-0371328810141270,Withering Rooms,PS5,5640
EP5026-PPSA20368_00-0704584123610281,Turbo Golf Racing,PS5,5640
EP5026-PPSA20368_00-0777453125711944,Turbo Golf Racing: Deep Space Bundle,PS5,5640
EP5026-PPSA20368_00-0853923524191143,Turbo Golf Racing: Ultimate Bundle,PS5,5640
EP5360-PPSA06484_00-0171199937049072,SteamWorld Build Deluxe Edition,"PS4, PS5",5640
EP2430-PPSA04383_00-0115315216221761,Construction Simulator - Gold Edition,"PS4, PS5",5640
EP4492-PPSA17021_00-0000000000000000,Freedom Planet 2,"PS4, PS5",5640
EP6732-PPSA15453_00-0765808939977352,Deceit 2,PS5,5640
